MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
824,male,group C,master's degree,standard,none,73,73,70
835,male,group D,some college,free/reduced,none,46,55,47
195,male,group B,high school,free/reduced,completed,57,63,60
360,female,group A,high school,standard,completed,31,45,54
73,female,group E,master's degree,free/reduced,completed,86,83,91
877,female,group D,some college,free/reduced,none,75,84,91
457,male,group E,some high school,standard,none,67,60,55
6,female,group E,master's degree,free/reduced,none,76,81,83
341,female,group A,associate's degree,free/reduced,completed,76,94,94
885,female,group D,some high school,standard,completed,92,98,100
794,female,group A,high school,standard,none,72,88,88
541,female,group C,associate's degree,standard,completed,89,100,100
380,female,group A,some college,free/reduced,none,32,40,29
177,male,group D,high school,standard,none,86,79,81
385,male,group C,bachelor's degree,standard,none,85,81,72
753,male,group D,some high school,free/reduced,none,58,62,63
108,female,group B,bachelor's degree,standard,none,53,70,65
539,male,group C,some high school,standard,completed,64,76,69
535,male,group C,some college,standard,completed,72,78,77
353,male,group E,some high school,free/reduced,completed,47,30,28
671,male,group D,bachelor's degree,standard,none,70,74,66
558,male,group C,master's degree,free/reduced,none,71,67,57
454,male,group A,some college,free/reduced,none,32,25,23
808,female,group A,master's degree,free/reduced,none,33,42,43
892,male,group C,associate's degree,standard,none,75,61,59
517,male,group C,some college,standard,completed,79,71,70
7,female,group D,high school,free/reduced,none,58,74,61
351,female,group B,master's degree,standard,none,82,99,100
383,female,group D,some college,standard,none,51,54,57
288,female,group D,high school,free/reduced,none,59,70,70
525,male,group B,bachelor's degree,free/reduced,completed,69,78,72
344,female,group A,some high school,standard,none,70,74,77
550,male,group B,associate's degree,free/reduced,completed,58,66,64
539,male,group D,some college,standard,none,76,73,70
911,male,group C,some college,standard,none,54,60,59
680,male,group C,master's degree,standard,none,69,64,60
857,female,group A,high school,free/reduced,none,47,59,60
188,female,group C,high school,free/reduced,completed,54,67,72
152,male,group E,some college,free/reduced,none,78,84,74
5,male,group B,bachelor's degree,free/reduced,completed,31,33,26
636,female,group D,associate's degree,free/reduced,none,81,92,84
180,female,group B,associate's degree,free/reduced,completed,44,66,63
335,male,group C,some high school,standard,none,69,67,59
166,female,group C,some college,standard,completed,83,97,97
257,female,group C,high school,standard,none,75,75,83
225,female,group A,associate's degree,free/reduced,none,57,69,63
823,female,group D,high school,standard,none,61,82,78
462,male,group C,some college,standard,none,87,86,85
808,female,group C,associate's degree,free/reduced,none,67,86,87
951,male,group E,some college,free/reduced,none,49,35,34
267,male,group D,associate's degree,standard,none,79,80,75
3,male,group E,high school,standard,none,72,60,62
812,female,group C,associate's degree,free/reduced,completed,79,92,100
267,female,group D,some high school,standard,completed,65,74,76
3,female,group C,high school,standard,none,48,47,48
937,female,group C,some high school,standard,none,67,78,75
685,male,group E,associate's degree,free/reduced,completed,66,65,65
473,female,group E,associate's degree,standard,completed,72,78,84
128,female,group B,high school,standard,none,36,42,42
118,female,group D,some college,free/reduced,completed,63,75,78
564,female,group E,bachelor's degree,standard,completed,100,91,95
683,male,group B,some college,standard,none,46,49,44
767,female,group C,some high school,free/reduced,none,40,60,49
143,female,group B,master's degree,standard,completed,100,100,100
922,male,group E,associate's degree,standard,completed,80,72,74
389,female,group B,bachelor's degree,free/reduced,none,60,60,62
202,male,group E,bachelor's degree,standard,completed,83,74,74
54,female,group B,high school,standard,completed,61,69,75
617,female,group C,master's degree,standard,completed,78,89,87
799,female,group E,some college,standard,completed,70,75,77
740,female,group B,associate's degree,free/reduced,none,13,16,18
443,female,group C,master's degree,standard,none,74,90,81
818,male,group D,some college,free/reduced,none,72,71,66
773,male,group C,high school,free/reduced,none,47,48,50
356,female,group C,high school,free/reduced,none,46,57,50
190,female,group E,master's degree,standard,none,83,80,86
638,male,group C,some college,standard,none,58,48,53
65,female,group E,some college,free/reduced,completed,61,71,73
293,male,group E,associate's degree,standard,completed,88,75,82
242,male,group D,high school,standard,none,74,71,70
392,male,group E,some college,standard,none,76,67,67
196,female,group D,high school,free/reduced,completed,40,65,67
16,male,group C,high school,standard,none,88,89,86
749,female,group C,some college,standard,completed,86,93,95
202,female,group D,some high school,free/reduced,none,48,55,56
293,male,group B,some high school,free/reduced,none,74,79,69
746,female,group E,high school,free/reduced,completed,63,76,77
464,male,group E,high school,standard,none,78,77,71
32,female,group D,some college,free/reduced,none,82,83,85
299,female,group D,some college,free/reduced,completed,78,89,89
617,female,group D,bachelor's degree,standard,completed,97,100,100
424,female,group A,some high school,standard,none,39,49,51
395,male,group D,associate's degree,free/reduced,none,48,45,36
593,female,group E,high school,standard,none,74,76,73
729,female,group B,high school,free/reduced,completed,58,65,63
366,female,group C,some college,standard,none,61,73,69
843,male,group B,associate's degree,standard,none,63,61,52
798,male,group E,some high school,standard,none,83,60,64
574,female,group C,bachelor's degree,free/reduced,none,37,49,48
461,female,group E,high school,free/reduced,completed,47,62,50
875,male,group B,high school,standard,completed,76,79,70
616,male,group B,some college,free/reduced,none,59,46,51
808,male,group C,bachelor's degree,free/reduced,none,45,47,41
681,male,group D,associate's degree,free/reduced,completed,53,53,52
805,female,group C,master's degree,standard,none,49,58,55
146,male,group C,bachelor's degree,standard,none,64,60,65
289,male,group B,high school,standard,none,85,82,79
697,male,group D,high school,standard,none,64,69,58
163,male,group C,high school,standard,none,52,53,49
671,male,group D,associate's degree,free/reduced,none,52,57,50
125,female,group C,some college,standard,none,29,32,33
390,female,group D,some high school,standard,completed,46,56,59
659,male,group B,some college,standard,none,79,73,72
149,female,group E,some college,standard,none,90,94,95
977,female,group C,some high school,standard,none,50,61,59
914,female,group C,associate's degree,free/reduced,none,58,69,58
57,male,group D,associate's degree,standard,none,83,81,79
864,female,group D,some high school,standard,none,60,65,58
940,male,group C,bachelor's degree,free/reduced,completed,75,80,78
732,female,group B,high school,free/reduced,completed,53,68,66
558,female,group D,associate's degree,free/reduced,none,67,69,69
587,female,group D,high school,standard,none,76,78,81
29,male,group C,some college,free/reduced,none,45,45,44
245,female,group B,high school,standard,none,72,83,81
384,female,group B,high school,free/reduced,none,48,61,62
951,female,group E,associate's degree,standard,completed,86,95,94
793,male,group C,high school,standard,none,50,48,44
847,male,group E,some college,standard,none,64,64,61
813,female,group E,some college,standard,none,71,76,74
572,female,group C,high school,standard,completed,61,67,64
511,female,group B,master's degree,free/reduced,none,67,77,75
489,male,group B,some high school,standard,completed,72,76,68
723,female,group C,high school,standard,none,93,92,90
888,male,group B,some college,free/reduced,none,62,56,52
158,male,group C,some high school,free/reduced,none,67,79,62
2,male,group B,high school,free/reduced,none,73,62,63
550,male,group B,high school,standard,none,45,45,45
994,female,group B,some college,standard,completed,70,79,79
904,female,group C,bachelor's degree,standard,completed,65,72,74
560,female,group B,some college,free/reduced,completed,54,79,77
767,male,group B,high school,standard,completed,76,62,60
709,male,group C,bachelor's degree,standard,completed,78,75,70
482,female,group E,bachelor's degree,standard,completed,64,75,78
744,female,group E,some high school,free/reduced,completed,80,83,90
862,male,group A,some high school,standard,none,66,62,55
468,female,group B,high school,free/reduced,completed,56,75,71
839,male,group C,bachelor's degree,standard,none,73,61,56
525,male,group C,some high school,free/reduced,completed,56,64,63
477,female,group D,associate's degree,standard,none,81,81,86
553,female,group D,associate's degree,free/reduced,none,52,56,61
854,male,group C,some high school,standard,completed,51,45,40
298,male,group C,associate's degree,standard,none,90,76,78
54,female,group B,master's degree,standard,none,87,99,100
403,male,group C,some high school,standard,none,59,51,51
382,male,group C,some college,standard,completed,84,79,84
387,female,group A,master's degree,free/reduced,completed,79,88,89
521,female,group C,some college,free/reduced,none,60,62,63
241,female,group E,some high school,free/reduced,none,44,44,41
639,female,group A,some college,standard,none,67,77,81
162,male,group D,some college,free/reduced,none,50,46,43
841,female,group C,high school,standard,none,47,51,58
499,female,group C,associate's degree,free/reduced,none,35,56,53
217,male,group C,some high school,standard,none,54,53,48
429,female,group A,master's degree,standard,completed,73,86,91
118,male,group C,some high school,standard,none,46,40,36
684,male,group B,high school,standard,completed,59,45,53
463,female,group A,high school,standard,completed,74,79,82
231,male,group A,associate's degree,standard,none,83,74,76
985,male,group C,associate's degree,free/reduced,none,64,60,58
90,male,group B,bachelor's degree,standard,none,89,81,86
275,male,group D,high school,standard,none,76,61,61
736,male,group D,some high school,free/reduced,none,71,66,63
805,male,group B,some college,standard,none,83,80,76
640,male,group E,some college,standard,none,87,83,80
